日期,渠道,曝光数,访客数,加购数,下单数
2024-10-14,拼多多,508,118,33,3
2024-10-14,抖音,1054,175,44,3
2024-10-14,微信小程序,75,15,5,0
2024-10-15,天猫,312,56,11,1
2024-10-15,京东,139,33,7,1
2024-10-15,拼多多,530,76,18,2
2024-10-15,抖音,875,140,29,2
2024-10-15,微信小程序,212,38,10,0
2024-10-16,天猫,373,60,14,2
2024-10-16,京东,451,108,33,3
2024-10-16,拼多多,402,60,20,1
2024-10-16,抖音,143,21,5,0
2024-10-16,微信小程序,430,77,26,2
2024-10-17,天猫,271,40,9,1
2024-10-17,京东,65,15,3,0
2024-10-17,拼多多,416,79,20,2
2024-10-17,抖音,529,78,25,1
2024-10-17,微信小程序,622,105,32,2
2024-10-18,天猫,187,37,10,1
2024-10-18,京东,707,107,27,3
2024-10-18,拼多多,831,123,26,3
2024-10-18,抖音,548,104,23,1
2024-10-18,微信小程序,126,18,6,0
2024-10-19,天猫,181,42,11,0
2024-10-19,京东,128,20,5,0
2024-10-19,拼多多,249,40,13,0
2024-10-19,抖音,61,10,3,0
2024-10-19,微信小程序,228,38,10,0
2024-10-20,天猫,316,63,20,2
2024-10-20,京东,257,41,10,1
2024-10-20,拼多多,712,116,35,3
2024-10-20,抖音,220,32,8,0
2024-10-20,微信小程序,310,56,15,1
2024-10-21,天猫,543,78,19,2
2024-10-21,京东,96,23,7,0
2024-10-21,拼多多,658,96,22,2
2024-10-21,抖音,1332,195,50,3
2024-10-21,微信小程序,200,45,12,0
2024-10-22,天猫,213,33,9,1
2024-10-22,京东,450,90,31,3
2024-10-22,拼多多,344,57,17,1
2024-10-22,抖音,585,130,40,2
2024-10-22,微信小程序,243,41,11,0
2024-10-23,天猫,631,111,25,3
2024-10-23,京东,681,105,26,3
2024-10-23,拼多多,186,43,12,0
2024-10-23,抖音,661,120,25,2
2024-10-23,微信小程序,373,63,19,1
2024-10-24,天猫,719,159,37,5
2024-10-24,京东,906,130,28,5
2024-10-24,拼多多,374,61,15,1
2024-10-24,抖音,1235,235,81,4
2024-10-24,微信小程序,307,71,24,1
2024-10-25,天猫,40,10,3,0
2024-10-25,京东,72,18,6,0
2024-10-25,拼多多,228,35,12,0
2024-10-25,抖音,266,43,12,0
2024-10-25,微信小程序,158,29,10,0
2024-10-26,天猫,323,51,15,1
2024-10-26,京东,346,57,16,2
2024-10-26,拼多多,269,42,14,0
2024-10-26,抖音,704,136,30,2
2024-10-26,微信小程序,250,44,15,0
2024-10-27,天猫,728,138,45,5
2024-10-27,京东,227,39,8,0
2024-10-27,拼多多,410,63,22,1
2024-10-27,抖音,397,79,17,1
2024-10-27,微信小程序,130,24,6,0
2024-10-28,天猫,479,107,23,4
2024-10-28,京东,335,66,13,2
2024-10-28,拼多多,260,43,11,0
2024-10-28,抖音,417,67,20,1
2024-10-28,微信小程序,327,56,14,1
2024-10-29,天猫,442,109,37,4
2024-10-29,京东,447,76,25,2
2024-10-29,拼多多,420,97,33,3
2024-10-29,抖音,59,14,4,0
2024-10-29,微信小程序,415,67,17,1
2024-10-30,天猫,567,99,28,3
2024-10-30,京东,501,93,21,3
2024-10-30,拼多多,468,73,19,1
2024-10-30,抖音,662,141,45,2
2024-10-30,微信小程序,158,28,8,0
2024-10-31,天猫,154,25,7,0
2024-10-31,京东,302,45,15,0
2024-10-31,拼多多,329,49,14,0
2024-10-31,抖音,104,18,6,0
2024-10-31,微信小程序,95,17,4,0
2024-11-01,天猫,469,95,24,3
2024-11-01,京东,670,141,48,5
2024-11-01,拼多多,584,87,24,2
2024-11-01,抖音,959,157,37,2
2024-11-01,微信小程序,68,13,3,0
2024-11-02,天猫,438,83,23,2
2024-11-02,京东,601,110,35,5
2024-11-02,拼多多,691,109,37,3
2024-11-02,抖音,811,120,24,2
2024-11-02,微信小程序,294,51,17,1
2024-11-03,天猫,519,76,24,2
2024-11-03,京东,902,160,55,6
2024-11-03,拼多多,698,121,34,4
2024-11-03,抖音,713,156,45,2
2024-11-03,微信小程序,633,98,20,2
2024-11-04,天猫,856,130,28,5
2024-11-04,京东,602,100,31,3
2024-11-04,拼多多,900,134,35,4
2024-11-04,抖音,887,137,47,2
2024-11-04,微信小程序,273,52,11,1
2024-11-05,天猫,467,102,27,4
2024-11-05,京东,305,62,19,2
2024-11-05,拼多多,981,145,31,5
2024-11-05,抖音,961,236,54,4
2024-11-05,微信小程序,291,64,17,1
2024-11-06,天猫,399,70,22,1
2024-11-06,京东,225,51,13,2
2024-11-06,拼多多,289,46,15,1
2024-11-06,抖音,103,18,6,0
2024-11-06,微信小程序,327,58,12,1
2024-11-07,天猫,191,45,10,1
2024-11-07,京东,789,120,35,5
2024-11-07,拼多多,731,111,38,3
2024-11-07,抖音,559,126,36,2
2024-11-07,微信小程序,356,56,16,1
2024-11-08,天猫,516,102,27,4
2024-11-08,京东,398,58,19,1
2024-11-08,拼多多,295,63,17,1
2024-11-08,抖音,1699,266,79,4
2024-11-08,微信小程序,411,102,22,2
2024-11-09,天猫,541,78,21,3
2024-11-09,京东,683,169,41,6
2024-11-09,拼多多,302,63,17,2
2024-11-09,抖音,439,90,29,1
2024-11-09,微信小程序,784,155,47,4
2024-11-10,天猫,524,90,24,3
2024-11-10,京东,528,96,20,4
2024-11-10,拼多多,644,110,38,3
2024-11-10,抖音,381,67,23,1
2024-11-10,微信小程序,275,40,9,0
2024-11-11,天猫,830,136,28,4
2024-11-11,京东,1238,177,40,7
2024-11-11,拼多多,927,168,56,5
2024-11-11,抖音,854,132,33,2
2024-11-11,微信小程序,424,61,15,1
2024-11-12,天猫,364,90,29,2
2024-11-12,京东,263,55,17,1
2024-11-12,拼多多,264,38,11,1
2024-11-12,抖音,349,86,29,1
2024-11-12,微信小程序,512,75,17,1
2024-11-13,天猫,566,139,38,5
2024-11-13,京东,908,150,34,7
2024-11-13,拼多多,730,114,38,4
2024-11-13,抖音,425,66,21,1
2024-11-13,微信小程序,855,148,50,4
2024-11-14,天猫,1057,188,61,8
2024-11-14,京东,746,115,23,5
2024-11-14,拼多多,216,31,11,0
2024-11-14,抖音,151,27,6,0
2024-11-14,微信小程序,344,68,16,1
2024-11-15,天猫,524,102,22,3
2024-11-15,京东,306,53,12,1
2024-11-15,拼多多,607,96,27,3
2024-11-15,抖音,48,11,4,0
2024-11-15,微信小程序,125,22,5,0
2024-11-16,天猫,876,151,36,5
2024-11-16,京东,444,94,30,3
2024-11-16,拼多多,290,72,17,1
2024-11-16,抖音,1428,267,61,4
2024-11-16,微信小程序,50,10,3,0
2024-11-17,天猫,609,110,34,3
2024-11-17,京东,439,103,35,4
2024-11-17,拼多多,424,64,18,2
2024-11-17,抖音,985,188,50,3
2024-11-17,微信小程序,720,107,25,2
2024-11-18,天猫,319,61,16,1
2024-11-18,京东,402,63,20,2
2024-11-18,拼多多,145,33,8,0
2024-11-18,抖音,278,48,12,0
2024-11-18,微信小程序,583,105,32,2
2024-11-19,天猫,313,45,13,1
2024-11-19,京东,829,148,39,6
2024-11-19,拼多多,509,93,22,2
2024-11-19,抖音,1810,266,87,4
2024-11-19,微信小程序,672,108,36,3
2024-11-20,天猫,1374,243,83,9
2024-11-20,京东,384,67,18,2
2024-11-20,拼多多,705,127,30,3
2024-11-20,抖音,653,134,45,2
2024-11-20,微信小程序,432,77,16,1
2024-11-21,天猫,952,175,41,7
2024-11-21,京东,797,169,42,6
2024-11-21,拼多多,1307,210,66,7
2024-11-21,抖音,1216,192,63,3
2024-11-21,微信小程序,175,41,11,0
2024-11-22,天猫,1556,259,77,10
2024-11-22,京东,835,144,48,5
2024-11-22,拼多多,436,98,31,2
2024-11-22,抖音,846,155,49,2
2024-11-22,微信小程序,122,19,5,0
2024-11-23,天猫,499,106,23,4
2024-11-23,京东,864,135,34,5
2024-11-23,拼多多,404,60,21,1
2024-11-23,抖音,2121,318,91,5
2024-11-23,微信小程序,822,171,58,5
2024-11-24,天猫,607,95,21,3
2024-11-24,京东,323,52,11,1
2024-11-24,拼多多,490,97,30,3
2024-11-24,抖音,339,83,25,1
2024-11-24,微信小程序,535,95,24,2
2024-11-25,天猫,1248,179,46,7
2024-11-25,京东,505,114,30,4
2024-11-25,拼多多,776,128,44,4
2024-11-25,抖音,897,198,43,3
2024-11-25,微信小程序,525,78,20,1
2024-11-26,天猫,1663,288,69,11
2024-11-26,京东,537,101,28,3
2024-11-26,拼多多,1041,174,60,5
2024-11-26,抖音,149,25,8,0
2024-11-26,微信小程序,170,28,9,0
2024-11-27,天猫,603,127,34,5
2024-11-27,京东,472,102,31,4
2024-11-27,拼多多,315,62,19,1
2024-11-27,抖音,628,94,25,1
2024-11-27,微信小程序,109,23,8,0
2024-11-28,天猫,719,122,43,5
2024-11-28,京东,800,182,60,8
2024-11-28,拼多多,1210,223,71,7
2024-11-28,抖音,427,83,18,1
2024-11-28,微信小程序,497,103,27,2
2024-11-29,天猫,566,115,29,4
2024-11-29,京东,479,96,30,3
2024-11-29,拼多多,507,94,29,3
2024-11-29,抖音,526,130,38,2
2024-11-29,微信小程序,871,133,31,4
2024-11-30,天猫,346,83,19,3
2024-11-30,京东,176,40,8,0
2024-11-30,拼多多,504,97,26,3
2024-11-30,抖音,271,41,10,0
2024-11-30,微信小程序,328,80,23,2
2024-12-01,天猫,534,103,30,3
2024-12-01,京东,488,78,19,3
2024-12-01,拼多多,301,52,13,1
2024-12-01,抖音,991,231,66,4
2024-12-01,微信小程序,497,103,26,3
2024-12-02,天猫,333,67,15,2
2024-12-02,京东,813,118,34,4
2024-12-02,拼多多,507,112,32,3
2024-12-02,抖音,230,37,10,0
2024-12-02,微信小程序,178,39,8,0
2024-12-03,天猫,464,107,31,4
2024-12-03,京东,625,133,37,5
2024-12-03,拼多多,523,97,20,3
2024-12-03,抖音,1385,203,69,3
2024-12-03,微信小程序,58,14,3,0
2024-12-04,天猫,326,62,14,2
2024-12-04,京东,439,66,14,1
2024-12-04,拼多多,528,103,34,3
2024-12-04,抖音,242,39,13,0
2024-12-04,微信小程序,239,46,13,1
2024-12-05,天猫,1135,219,73,9
2024-12-05,京东,412,72,22,3
2024-12-05,拼多多,592,110,25,3
2024-12-05,抖音,416,104,31,1
2024-12-05,微信小程序,809,131,37,3
2024-12-06,天猫,547,111,23,3
2024-12-06,京东,223,42,12,1
2024-12-06,拼多多,94,19,5,0
2024-12-06,抖音,498,76,24,1
2024-12-06,微信小程序,175,25,8,0
2024-12-07,天猫,578,135,39,5
2024-12-07,京东,568,138,43,5
2024-12-07,拼多多,583,118,31,3
2024-12-07,抖音,1185,189,46,3
2024-12-07,微信小程序,553,84,18,2
2024-12-08,天猫,335,77,27,3
2024-12-08,京东,160,30,9,1
2024-12-08,拼多多,586,91,23,2
2024-12-08,抖音,476,74,16,1
2024-12-08,微信小程序,246,40,9,1
2024-12-09,天猫,623,153,40,5
2024-12-09,京东,87,16,5,0
2024-12-09,拼多多,414,96,19,2
2024-12-09,抖音,1054,262,82,4
2024-12-09,微信小程序,383,63,16,1
2024-12-10,天猫,423,76,17,3
2024-12-10,京东,323,57,12,1
2024-12-10,拼多多,485,71,16,1
2024-12-10,抖音,761,156,48,2
2024-12-10,微信小程序,59,10,3,0
2024-12-11,天猫,836,125,37,4
2024-12-11,京东,570,83,21,3
2024-12-11,拼多多,420,68,16,2
2024-12-11,抖音,380,76,18,1
2024-12-11,微信小程序,336,69,15,1
2024-12-12,天猫,1085,166,43,7
2024-12-12,京东,712,151,40,6
2024-12-12,拼多多,678,144,41,4
2024-12-12,抖音,868,179,55,3
2024-12-12,微信小程序,289,61,17,1
2024-12-13,天猫,542,110,32,3
2024-12-13,京东,407,66,16,2
2024-12-13,拼多多,520,121,29,4
2024-12-13,抖音,453,71,24,1
2024-12-13,微信小程序,274,57,18,1
2024-12-14,天猫,1798,355,91,14
2024-12-14,京东,524,75,23,2
2024-12-14,拼多多,336,67,21,2
2024-12-14,抖音,410,77,22,1
2024-12-14,微信小程序,219,43,9,0
2024-12-15,天猫,558,80,22,2
2024-12-15,京东,436,99,21,4
2024-12-15,拼多多,442,94,26,3
2024-12-15,抖音,299,67,16,1
2024-12-15,微信小程序,573,88,22,2
2024-12-16,天猫,777,142,38,5
2024-12-16,京东,552,101,25,3
2024-12-16,拼多多,1387,260,58,9
2024-12-16,抖音,1472,238,57,4
2024-12-16,微信小程序,283,46,13,0
2024-12-17,天猫,360,87,23,2
2024-12-17,京东,761,135,46,6
2024-12-17,拼多多,718,151,51,4
2024-12-17,抖音,290,69,24,1
2024-12-17,微信小程序,299,46,14,1
2024-12-18,天猫,326,55,16,1
2024-12-18,京东,568,130,45,6
2024-12-18,拼多多,1033,153,46,5
2024-12-18,抖音,1656,319,71,5
2024-12-18,微信小程序,81,16,3,0
2024-12-19,天猫,994,158,43,5
2024-12-19,京东,293,70,22,2
2024-12-19,拼多多,221,41,13,1
2024-12-19,抖音,443,77,23,1
2024-12-19,微信小程序,95,23,6,0
2024-12-20,天猫,282,42,13,1
2024-12-20,京东,444,110,23,5
2024-12-20,拼多多,275,48,16,1
2024-12-20,抖音,588,125,38,2
2024-12-20,微信小程序,297,48,11,1
2024-12-21,天猫,398,67,20,1
2024-12-21,京东,66,16,4,0
2024-12-21,拼多多,304,47,15,1
2024-12-21,抖音,308,47,10,0
2024-12-21,微信小程序,327,55,19,1
2024-12-22,天猫,508,85,21,2
2024-12-22,京东,114,20,6,0
2024-12-22,拼多多,792,127,29,3
2024-12-22,抖音,1071,212,65,3
2024-12-22,微信小程序,741,110,27,3
2024-12-23,天猫,688,109,31,4
2024-12-23,京东,228,54,13,2
2024-12-23,拼多多,505,94,28,2
2024-12-23,抖音,190,46,13,0
2024-12-23,微信小程序,135,20,4,0
2024-12-24,天猫,314,55,15,1
2024-12-24,京东,477,76,19,2
2024-12-24,拼多多,184,31,8,0
2024-12-24,抖音,561,103,25,1
2024-12-24,微信小程序,172,28,10,0
2024-12-25,天猫,685,165,36,6
2024-12-25,京东,212,51,11,2
2024-12-25,拼多多,604,95,20,3
2024-12-25,抖音,751,142,29,2
2024-12-25,微信小程序,315,49,13,0
2024-12-26,天猫,564,87,26,2
2024-12-26,京东,661,102,30,3
2024-12-26,拼多多,613,123,29,4
2024-12-26,抖音,665,145,39,2
2024-12-26,微信小程序,79,19,7,0
2024-12-27,天猫,601,92,28,3
2024-12-27,京东,350,56,11,1
2024-12-27,拼多多,531,124,27,4
2024-12-27,抖音,283,68,18,1
2024-12-27,微信小程序,557,81,19,2
2024-12-28,天猫,867,139,44,5
2024-12-28,京东,614,124,35,4
2024-12-28,拼多多,290,67,23,1
2024-12-28,抖音,393,81,18,1
2024-12-28,微信小程序,116,24,6,0
2024-12-29,天猫,1531,221,68,8
2024-12-29,京东,220,38,12,1
2024-12-29,拼多多,788,122,31,3
2024-12-29,抖音,878,127,44,2
2024-12-29,微信小程序,166,32,10,0
2024-12-30,天猫,519,78,19,2
2024-12-30,京东,538,81,24,2
2024-12-30,拼多多,120,24,8,0
2024-12-30,抖音,494,73,25,1
2024-12-30,微信小程序,308,76,22,1
2024-12-31,天猫,387,62,16,2
2024-12-31,京东,598,99,33,3
2024-12-31,拼多多,172,41,14,1
2024-12-31,抖音,234,48,10,0
2024-12-31,微信小程序,214,32,10,0
