订单号,日期,渠道,商品ID,商品名称,单价,数量,金额,用户ID,收货省份,订单状态,商品品类,承诺发货时效,物流商,承诺送达时效,发货时间,签收时间,退款原因
DD202401985,2024-03-26,天猫,P021,米家扫地机器人,¥1599,3.0,4797.0,U1190,浙江,已取消,家电,,,,,,
DD202404363,2024-06-09,天猫,P008,索尼 WH-1000XM5 耳机,2399,-1.0,-2399.0,U0137,上海,已退款,手机数码,,,,,,质量问题
DD202404233,2024-08-12,京东,P018,美的 1.5匹空调,"2,799",-2.0,-5598.0,U1403,四川,已退款,家电,,,,,,物流太慢
DD202403870,2024-07-10,天猫,P046,网易严选保温杯,99,1.0,99.0,U0127,江苏,已发货,家居日用,2.0,圆通,4.0,2024-07-12,,
DD202400091,2024-12-02,京东,P026,小米电视 65寸,¥2999,2.0,5998.0,U0622,广东,已发货,家电,2.0,圆通,4.0,2024-12-03,,
DD202402067,2024/12/17,拼多多,P011,罗技 MX Master 3S 鼠标,699,4.0,2796.0,U0442,陕西,已完成,电脑办公,2.0,中通,4.0,2024-12-19,2024-12-23,
DD202404512,2024-11-19,抖音,P048,公牛 插线板,¥49.9,-2.0,-99.8,U0267,,已退款,家居日用,,,,,,七天无理由
DD202404656,2024-09-01,天猫,P037,海飞丝 洗发水,,3.0,,U0131,吉林,已完成,美妆个护,2.0,中通,4.0,2024/9/2,2024-09-05,
DD202404074,2024-06-30,拼多多,P003,华为 Mate 60 Pro,6999,0.0,,U0238,山东,已完成,手机数码,3.0,邮政,6.0,2024-07-02,2024-07-08,
DD202401026,2024-06-08,天猫,P009,小米手环8,249,5.0,1245.0,U1337,广东,已完成,手机数码,2.0,圆通,4.0,2024-06-09,2024-06-12,
DD202400444,2024-05-14,京东,P020,格力 电风扇,199,1.0,199.0,U1060,黑龙江,已发货,家电,2.0,圆通,4.0,2024-05-16,,
DD202404803,20240309,抖音,P040,三只松鼠坚果礼盒,99,4.0,396.0,U0613,四川,已完成,食品,3.0,邮政,6.0,2024-03-12,2024-03-16,
DD202404508,2024-09-16,京东,P010,小米 充电宝20000mAh,¥129,-3.0,-387.0,U0265,福建,已退款,手机数码,,,,,,质量问题
DD202404661,2024-06-24,京东,P002,iPhone 15 Pro 256G,8999,4.0,35996.0,U1402,湖南,已完成,手机数码,3.0,邮政,6.0,2024-06-26,2024-07-03,
DD202401800,2024-09-26,京东,P016,得力 A4 打印纸,29.9,5.0,149.5,U0646,广东,已发货,电脑办公,1.0,顺丰,3.0,2024-09-27,,
DD202401417,2024-12-20,拼多多,P002,iPhone 15 Pro 256G,¥8999,2.0,17998.0,U0894,广东,已完成,手机数码,1.0,顺丰,3.0,2024/12/21,2024-12-23,
DD202401809,2024-03-25,拼多多,P046,网易严选 保温杯,99,-1.0,-99.0,U0705,广东,已退款,家居日用,,,,,,七天无理由
DD202404027,2024-01-02,京东,P005,荣耀 Magic6,¥3999,0.0,,U0809,贵州,已取消,手机数码,,,,,,
DD202401825,2024-03-26,京东,P038,全棉时代洗脸巾,49.9,4.0,199.6,U1084,江西,已完成,美妆个护,2.0,圆通,4.0,2024-03-28,2024-04-01,
DD202404849,2024-01-05,拼多多,P018,美的 1.5匹空调,¥2799,5.0,13995.0,U1441,河南,已完成,家电,1.0,顺丰,3.0,2024-01-06,2024/1/8,
DD202402521,2024-11-26,天猫,P006,Redmi K70,2499,4.0,9996.0,U0400,江苏,已完成,手机数码,1.0,京东物流,3.0,2024-11-27,2024/11/30,
DD202401383,2024-08-20,拼多多,P046,网易严选 保温杯,99,4.0,396.0,U0128,福建,已完成,家居日用,2.0,圆通,4.0,2024/8/22,2024-08-25,
DD202402336,2024-06-23,微信小程序,P038,全棉时代 洗脸巾,49.9,2.0,99.8,U0990,安徽,已完成,美妆个护,1.0,顺丰,3.0,2024/6/24,2024/6/25,
DD202401964,20240718,拼多多,P020,格力 电风扇,199,1.0,199.0,U0015,黑龙江,待发货,家电,,,,,,
DD202403599,2024-09-06,天猫,P005,荣耀Magic6,¥3999,3.0,11997.0,U0197,湖南,已完成,手机数码,2.0,中通,4.0,2024-09-07,2024-09-10,
DD202402739,2024-04-10,拼多多,P033,兰蔻 小黑瓶精华,760,2.0,1520.0,U0849,河北,已完成,美妆个护,2.0,圆通,4.0,2024-04-11,2024/4/13,
DD202402695,2024-12-16,拼多多,P044,良品铺子 零食大礼包,139,5.0,695.0,U0345,河北,已发货,食品,2.0,圆通,4.0,2024-12-18,,
DD202403025,,天猫,P045,金龙鱼食用油5L,89.9,3.0,269.70000000000005,U1067,陕西,已取消,食品,,,,,,
DD202400279,2024/3/12,天猫,P032,太平鸟牛仔裤,259,2.0,518.0,U0670,天津,已完成,服饰,1.0,顺丰,3.0,2024-03-13,2024-03-14,
DD202403079,2024-09-07,天猫,P032,太平鸟 牛仔裤 ,,1.0,,U1168,广西,已取消,服饰,,,,,,
DD202402366,2024-08-18,抖音,P016,得力 A4 打印纸 ,29.9,2.0,59.8,U0008,河南,待发货,电脑办公,,,,,,
DD202403573,2024-06-01,抖音,P003,华为 mate 60 pro,¥6999,3.0,20997.0,U0414,浙江,待发货,手机数码,,,,,,
DD202404477,20240617,微信小程序,P019,海尔10kg滚筒洗衣机,1899,4.0,7596.0,U0455,广东,已发货,家电,2.0,中通,4.0,2024-06-18,,
DD202401875,2024-06-19,天猫,P008,索尼 WH-1000XM5 耳机,2399,2.0,4798.0,U0074,上海,已完成,手机数码,3.0,邮政,6.0,2024-06-22,2024-06-25,
DD202402598,2024-11-23,微信小程序,P038,全棉时代 洗脸巾,¥49.9,4.0,199.6,U0777,山东,已完成,美妆个护,2.0,圆通,4.0,2024-11-24,2024-11-27,
DD202400924,2024/3/19,天猫,P017,得力文件夹,15.9,2.0,31.8,U0058,四川,已完成,电脑办公,1.0,京东物流,3.0,2024/3/20,2024-03-22,
DD202404592,2024-12-29,微信小程序,P046,网易严选 保温杯,,2.0,,U1007,浙江,已完成,家居日用,1.0,京东物流,3.0,2024-12-30,2025-01-01,
DD202403537,2024-11-23,天猫,P010,小米 充电宝20000mAh,¥129,4.0,516.0,U0661,广东,待发货,手机数码,,,,,,
DD202403467,2024-06-08,京东,P015,华为平板 MatePad 11,¥2199,3.0,6597.0,U0139,湖北,已完成,电脑办公,1.0,京东物流,3.0,2024-06-09,2024-06-11,
DD202402633,20240103,京东,P019,海尔 10kg 滚筒洗衣机,¥1899,2.0,3798.0,U1076,广东,已完成,家电,1.0,京东物流,3.0,2024-01-04,2024-01-06,
DD202403637,2024-07-23,微信小程序,P027,优衣库 圆领T恤,79,3.0,237.0,U1085,江苏,已发货,服饰,3.0,邮政,6.0,2024-07-26,,
DD202404620,2024-10-01,天猫,P020,格力电风扇,199,1.0,199.0,U1256,湖北,已取消,家电,,,,,,
DD202403797,2024-03-04,微信小程序,P023,九阳破壁机,399,3.0,1197.0,U1220,广东,已发货,家电,1.0,顺丰,3.0,2024-03-05,,
DD202401275,2024-04-17,拼多多,P046,网易严选 保温杯,99,2.0,198.0,U0359,江苏,已完成,家居日用,1.0,京东物流,3.0,2024-04-18,2024-04-20,
DD202402616,2024-12-04,微信小程序,P020,格力 电风扇,199,2.0,398.0,U0427,河南,已完成,家电,1.0,京东物流,3.0,2024-12-06,2024-12-08,
DD202402284,2024-07-08,京东,P023,九阳破壁机,¥399,3.0,1197.0,U0166,广东,已完成,家电,2.0,圆通,4.0,2024-07-10,2024/7/14,
DD202402407,2024-12-07,京东,P004,小米 14 12+256G,¥4299,5.0,21495.0,U1203,湖北,已完成,手机数码,2.0,圆通,4.0,2024-12-09,2024-12-14,
DD202400117,,天猫,P030,南极人 棉袜5双装,29.9,2.0,59.8,U0822,江苏,已完成,服饰,1.0,顺丰,3.0,,,
DD202403176,2024/3/25,拼多多,P021,米家扫地机器人,"1,599",1.0,1599.0,U0243,黑龙江,已发货,家电,1.0,顺丰,3.0,2024-03-26,,
DD202400196,2024-12-12,京东,P039,完美日记 口红,89,5.0,445.0,U1259,河南,已取消,美妆个护,,,,,,
DD202404220,2024-05-28,京东,P019,海尔 10kg 滚筒洗衣机,"1,899",3.0,,U0540,黑龙江,已完成,家电,2.0,中通,4.0,2024-05-29,2024-05-31,
DD202404546,2024-09-29,京东,P007,AirPods Pro 2,1899,1.0,1899.0,U0428,广东,已完成,手机数码,2.0,圆通,4.0,2024-09-30,2024-10-05,
DD202400934,2024-11-03,京东,P043,星巴克 咖啡豆,128,5.0,640.0,U1302,河南,已取消,食品,,,,,,
DD202400609,2024-12-13,拼多多,P010,小米充电宝20000mAh,,1.0,,U0143,广东,待发货,手机数码,,,,,,
DD202400182,2024-12-09,天猫,P049,苏泊尔炒锅,,1.0,,U0092,广西,已完成,家居日用,2.0,圆通,4.0,2024-12-10,2024-12-15,
DD202403194,20241129,天猫,P005,荣耀 Magic6,,5.0,,U0897,陕西,已完成,手机数码,1.0,京东物流,3.0,2024-11-30,2024-12-02,
DD202402687,2024-03-29,京东,P047,全棉时代 浴巾,79,-1.0,-39.5,U0827,福建,已退款,家居日用,,,,,,物流太慢
DD202402038,2024-02-10,抖音,P037,海飞丝 洗发水,59.9,-2.0,-119.8,U0077,广东,已退款,美妆个护,,,,,,发错货
DD202403660,20240407,微信小程序,P011,罗技 MX Master 3S 鼠标,699,5.0,3495.0,,山东,已完成,电脑办公,1.0,京东物流,3.0,2024/4/8,2024/4/11,
DD202402947,20241220,京东,P047,全棉时代 浴巾,¥79,5.0,395.0,U0601,福建,待发货,家居日用,,,,,,
DD202401890,2024/6/5,拼多多,P011,罗技 MX Master 3S 鼠标,699,5.0,3495.0,U0039,广东,待发货,电脑办公,,,,,,
DD202402283,2024/12/14,天猫,P050,宜家 收纳箱,69,5.0,345.0,U0757,江苏,已取消,家居日用,,,,,,
DD202404153,2024-03-26,京东,P010,小米充电宝20000mAh,129,2.0,258.0,U1500,广东,已发货,手机数码,3.0,邮政,6.0,2024-03-29,,
DD202403725,2024-01-26,抖音,P039,完美日记 口红,89,2.0,178.0,U1184,浙江,已完成,美妆个护,2.0,圆通,4.0,2024-01-28,2024-01-31,
DD202402717,2024-06-01,天猫,P008,索尼 WH-1000XM5 耳机,2399,4.0,9596.0,U0556,江苏,已完成,手机数码,1.0,京东物流,3.0,2024-06-03,2024-06-06,
DD202403612,2024-10-24,拼多多,P008,索尼 wh-1000xm5 耳机,¥2399,1.0,2399.0,U0254,江西,已发货,手机数码,1.0,京东物流,3.0,2024-10-25,,
DD202400456,2024-08-01,天猫,P007,AirPodsPro2,¥1899,1.0,1899.0,U0217,安徽,已完成,手机数码,2.0,中通,4.0,2024/8/3,2024/8/5,
DD202404762,2024-11-03,拼多多,P030,南极人 棉袜5双装,29.9,5.0,149.5,U0178,浙江,待发货,服饰,,,,,,
DD202403186,2024-03-06,天猫,P022,苏泊尔电饭煲 ,299,3.0,897.0,U1274,浙江,已发货,家电,2.0,中通,4.0,2024-03-07,,
DD202400701,2024/7/14,抖音,P038,全棉时代 洗脸巾,49.9,3.0,149.7,U0266,四川,已完成,美妆个护,2.0,圆通,4.0,2024-07-16,2024-07-22,
DD202404439,2024-12-17,京东,P004,小米 14 12+256G,"4,299",5.0,21495.0,U0971,江苏,已完成,手机数码,2.0,中通,4.0,2024-12-19,2024-12-21,
DD202400250,2024-04-28,拼多多,P012,机械键盘 87键 ,¥199,5.0,995.0,U0922,黑龙江,已发货,电脑办公,2.0,中通,4.0,2024-04-30,,
DD202402772,2024/11/11,抖音,P033,兰蔻 小黑瓶精华,¥760,1.0,760.0,U1198,广东,已发货,美妆个护,2.0,中通,4.0,2024/11/13,,
DD202401950,2024-12-25,拼多多,P050,宜家 收纳箱,¥69,-3.0,-207.0,U0170,福建,已退款,家居日用,,,,,,质量问题
DD202403241,2024/4/27,京东,P021,米家扫地机器人 ,,4.0,,U1171,贵州,已完成,家电,2.0,中通,4.0,2024-04-29,2024-05-01,
DD202400525,2024-04-01,天猫,P003,华为 mate 60 pro,6999,-3.0,-20997.0,U0866,湖南,已退款,手机数码,,,,,,质量问题
DD202401926,2024-01-29,京东,P021,米家扫地机器人,1599,5.0,7995.0,U0458,辽宁,已完成,家电,2.0,中通,4.0,2024-01-31,2024/2/4,
DD202401537,2024-07-01,京东,P008,索尼 WH-1000XM5 耳机,2399,2.0,4798.0,U0385,浙江,已发货,手机数码,2.0,圆通,4.0,2024-07-03,,
DD202403711,2024-10-30,拼多多,P005,荣耀 Magic6,3999,2.0,7998.0,U0806,辽宁,已完成,手机数码,2.0,中通,4.0,2024/10/31,2024-11-05,
DD202403204,2024/11/25,天猫,P002,iPhone 15 Pro 256G,8999,2.0,17998.0,U0112,江苏,已完成,手机数码,1.0,顺丰,3.0,2024-11-26,2024-11-27,
DD202404054,2024-05-27,拼多多,P020,格力 电风扇,199,5.0,995.0,U1008,内蒙古,已完成,家电,1.0,京东物流,3.0,2024-05-29,2024/6/2,
DD202402990,2024-06-10,京东,P046,网易严选 保温杯,¥99,3.0,297.0,U0314,贵州,已取消,家居日用,,,,,,
DD202401207,2024-11-27,京东,P027,优衣库 圆领T恤,¥79,1.0,79.0,U0471,浙江,已完成,服饰,2.0,中通,4.0,2024-11-29,2024-12-01,
DD202401901,2024-02-28,抖音,P046,网易严选 保温杯,99,4.0,396.0,U0727,四川,已发货,家居日用,1.0,京东物流,3.0,2024-02-29,,
DD202404146,20240405,天猫,P027,优衣库 圆领T恤 ,79,5.0,395.0,U0871,浙江,待发货,服饰,,,,,,
DD202400023,2024/10/29,天猫,P042,农夫山泉 矿泉水,36,3.0,108.0,U0829,新疆,已完成,食品,2.0,中通,4.0,2024-10-30,2024-11-03,
DD202402095,2024/1/3,拼多多,P046,网易严选 保温杯,¥99,3.0,297.0,U0490,山西,已取消,家居日用,,,,,,
DD202404415,2024-11-15,天猫,P011,罗技 mx master 3s 鼠标,699,5.0,3495.0,U0753,广东,已取消,电脑办公,,,,,,
DD202400728,2024/9/12,抖音,P018,美的 1.5匹空调,"2,799",2.0,5598.0,U0403,福建,已完成,家电,2.0,圆通,4.0,2024-09-14,2024-09-18,
DD202404850,2024-11-20,京东,P010,小米 充电宝20000mah,¥129,5.0,645.0,U0426,浙江,已取消,手机数码,,,,,,
DD202400784,2024-05-19,京东,P019,海尔10kg滚筒洗衣机,1899,4.0,7596.0,U0079,浙江,已发货,家电,2.0,圆通,4.0,2024-05-21,,
DD202401200,2024-01-02,微信小程序,P018,美的 1.5匹空调,2799,4.0,11196.0,U1231,江西,已发货,家电,2.0,圆通,4.0,2024-01-03,,
DD202404643,2024-02-18,拼多多,P043,星巴克 咖啡豆,128,5.0,640.0,U0085,陕西,已取消,食品,,,,,,
DD202402434,2024-11-23,京东,P042,农夫山泉矿泉水,36,2.0,72.0,U0298,四川,已完成,食品,1.0,顺丰,3.0,2024-11-24,2024-11-25,
DD202404306,2024-06-22,拼多多,P027,优衣库 圆领T恤,79,4.0,316.0,U0486,广西,待发货,服饰,,,,,,
DD202403357,2024-08-08,天猫,P038,全棉时代 洗脸巾,49.9,4.0,199.6,U0596,广东,已完成,美妆个护,2.0,圆通,4.0,2024-08-10,2024-08-12,
DD202401936,2024-06-23,天猫,P007,AirPods Pro 2,"1,899",3.0,5697.0,U0166,山东,已完成,手机数码,2.0,圆通,4.0,2024-06-25,2024-06-29,
DD202400598,2024-12-17,京东,P029,阿迪达斯 运动外套,599,5.0,,U0926,天津,已发货,服饰,2.0,中通,4.0,2024-12-19,,
DD202402963,2024-07-12,拼多多,P027,优衣库 圆领T恤,79,3.0,237.0,U0444,安徽,已发货,服饰,1.0,顺丰,3.0,2024-07-13,,
DD202402548,2024-05-30,天猫,P008,索尼 WH-1000XM5 耳机,¥2399,2.0,4798.0,U1137,重庆,已完成,手机数码,1.0,顺丰,3.0,2024-05-31,2024-06-03,
DD202404055,2024-02-16,天猫,P021,米家扫地机器人 ,"1,599",3.0,4797.0,U1407,陕西,已完成,家电,2.0,中通,4.0,2024-02-18,2024-02-21,
DD202400504,2024-04-10,天猫,P026,小米电视 65寸,2999,4.0,11996.0,U0258,江苏,已完成,家电,2.0,中通,4.0,2024-04-11,2024-04-16,
DD202402779,2024-10-11,抖音,P016,得力 A4 打印纸,29.9,4.0,119.6,U1323,河南,待发货,电脑办公,,,,,,
DD202402682,2024-10-29,京东,P012,机械键盘 87键,199,,,U1387,福建,已完成,电脑办公,2.0,圆通,4.0,2024-10-30,2024/11/2,
DD202400477,2024-12-24,京东,P046,网易严选 保温杯,99,3.0,297.0,U0573,广东,已完成,家居日用,2.0,中通,4.0,2024-12-26,2024-12-30,
DD202400603,2024/1/29,微信小程序,P020,格力电风扇,199,3.0,597.0,U0344,广东,已取消,家电,,,,,,
DD202400090,2024-11-12,拼多多,P002,iPhone 15 Pro 256G,8999,4.0,,U0870,北京,已完成,手机数码,3.0,邮政,6.0,2024-11-15,2024-11-20,
DD202402216,2024-08-13,拼多多,P046,网易严选 保温杯,99,4.0,396.0,U0608,浙江,已完成,家居日用,1.0,顺丰,3.0,2024-08-14,2024-08-16,
DD202401794,2024-07-13,微信小程序,P039,完美日记 口红,89,,,U0251,广东,已完成,美妆个护,3.0,邮政,6.0,2024-07-15,2024/7/20,
DD202402823,2024-12-12,天猫,P042,农夫山泉矿泉水,36,2.0,72.0,U1141,陕西,已完成,食品,1.0,顺丰,3.0,2024-12-13,2024-12-15,
DD202402852,2024-01-02,抖音,P002,iPhone 15 Pro 256G,8999,1.0,8999.0,U1120,北京,已完成,手机数码,1.0,顺丰,3.0,2024-01-03,2024/1/5,
DD202401267,2024-02-24,京东,P027,优衣库 圆领T恤,79,-3.0,-237.0,U1444,天津,已退款,服饰,,,,,,七天无理由
DD202403941,2024-08-03,微信小程序,P007,AirPods Pro 2,1899,2.0,3798.0,U0859,河南,已完成,手机数码,1.0,顺丰,3.0,2024/8/4,2024/8/7,
DD202401931,2024-05-10,拼多多,P008,索尼 WH-1000XM5 耳机,¥2399,5.0,11995.0,U1055,浙江,已完成,手机数码,1.0,京东物流,3.0,2024-05-11,2024/5/14,
DD202402080,2024-12-16,抖音,P019,海尔 10kg 滚筒洗衣机,"1,899",-3.0,-5697.0,U0582,安徽,已退款,家电,,,,,,质量问题
DD202401634,2024/6/29,拼多多,P011,罗技 MX Master 3S 鼠标,¥699,1.0,699.0,,广东,已发货,电脑办公,1.0,京东物流,3.0,2024-06-30,,
DD202402547,2024-07-30,抖音,P008,索尼 wh-1000xm5 耳机,2399,2.0,4798.0,U0063,江西,已完成,手机数码,2.0,中通,4.0,2024-08-02,2024/8/6,
DD202401340,2024-12-01,微信小程序,P035,欧莱雅 洗面奶,129,1.0,129.0,,广东,已完成,美妆个护,1.0,顺丰,3.0,2024-12-02,2024-12-05,
DD202404530,2024-10-12,京东,P046,网易严选 保温杯,99,4.0,396.0,U0395,辽宁,已完成,家居日用,2.0,圆通,4.0,2024-10-15,2024/10/20,
DD202402253,2024/1/29,拼多多,P041,蒙牛纯牛奶24盒,69.9,5.0,349.5,U1448,浙江,已完成,食品,1.0,顺丰,3.0,2024-01-30,2024-02-02,
DD202400826,2024-12-15,微信小程序,P033,兰蔻 小黑瓶精华,760,-3.0,-2280.0,U0964,江苏,已退款,美妆个护,,,,,,七天无理由
DD202404088,2024-06-22,天猫,P015,华为平板 matepad 11,¥2199,1.0,2199.0,U0545,甘肃,已完成,电脑办公,1.0,顺丰,3.0,2024-06-23,2024-06-25,
DD202404318,2024-07-19,天猫,P033,兰蔻 小黑瓶精华,¥760,2.0,1520.0,U0567,广东,待发货,美妆个护,,,,,,
DD202401001,2024-11-28,京东,P017,得力文件夹,15.9,-3.0,-47.7,U0053,浙江,已退款,电脑办公,,,,,,七天无理由
DD202401323,2024-11-07,抖音,P002,iphone 15 pro 256g,¥8999,1.0,8999.0,U0656,河北,已完成,手机数码,1.0,顺丰,3.0,2024-11-08,2024/11/10,
DD202401837,2024-10-22,京东,P039,完美日记 口红,¥89,2.0,178.0,U1103,山东,待发货,美妆个护,,,,,,
DD202402189,2024-11-13,京东,P036,云南白药 牙膏,39.9,3.0,119.69999999999999,U0121,新疆,已发货,美妆个护,1.0,京东物流,3.0,2024/11/14,,
DD202400303,2024-07-02,天猫,P038,全棉时代洗脸巾,¥49.9,3.0,149.7,U0696,河南,已发货,美妆个护,3.0,邮政,6.0,2024-07-06,,
DD202401909,2024-05-17,微信小程序,P038,全棉时代洗脸巾,49.9,3.0,149.7,U0313,天津,已完成,美妆个护,1.0,顺丰,3.0,2024-05-18,2024/5/20,
DD202403381,2024-05-28,天猫,P005,荣耀 magic6,3999,2.0,7998.0,U0822,山东,已完成,手机数码,1.0,顺丰,3.0,2024-05-29,2024-05-30,
DD202402078,2024/2/23,天猫,P039,完美日记 口红,¥89,4.0,356.0,U1155,山东,已完成,美妆个护,1.0,顺丰,3.0,2024-02-24,2024-02-25,
DD202401328,2024-12-29,拼多多,P016,得力 A4 打印纸,¥29.9,3.0,89.69999999999999,U0409,江苏,已取消,电脑办公,,,,,,
DD202400521,2024-12-22,微信小程序,P032,太平鸟牛仔裤,259,-2.0,,U0617,浙江,已退款,服饰,,,,,,七天无理由
DD202400765,2024/5/29,抖音,P003,华为 Mate 60 Pro,6999,5.0,34995.0,U1113,海南,已发货,手机数码,1.0,京东物流,3.0,2024-05-30,,
DD202400589,2024-04-02,微信小程序,P004,小米 14 12+256G ,,-3.0,,,江苏,已退款,手机数码,,,,,,不想要了
DD202400560,2024-03-25,拼多多,P045,金龙鱼 食用油5L,89.9,1.0,89.9,U0950,福建,已完成,食品,2.0,中通,4.0,2024-03-27,2024-03-31,
DD202403041,2024-09-12,京东,P032,太平鸟 牛仔裤,,1.0,,U0800,四川,已完成,服饰,1.0,京东物流,3.0,2024-09-13,2024-09-16,
DD202403130,2024-11-20,京东,P049,苏泊尔炒锅,159,-1.0,-159.0,U0627,重庆,已退款,家居日用,,,,,,七天无理由
DD202400437,2024-12-28,京东,P030,南极人 棉袜5双装,,3.0,,U0331,安徽,已完成,服饰,3.0,邮政,6.0,2024-12-31,2025-01-06,
DD202401111,2024-11-19,抖音,P036,云南白药 牙膏,¥39.9,5.0,199.5,U0465,广东,已完成,美妆个护,3.0,邮政,6.0,2024-11-21,2024-11-25,
DD202400096,2024-02-11,京东,P034,雅诗兰黛 小棕瓶 ,950,3.0,2850.0,U1211,河南,已完成,美妆个护,1.0,京东物流,3.0,2024-02-12,2024-02-14,
DD202401380,2024-03-17,天猫,P030,南极人 棉袜5双装,29.9,5.0,149.5,U0965,重庆,已完成,服饰,2.0,中通,4.0,2024-03-18,2024-03-20,
DD202403937,2024/10/20,天猫,P036,云南白药 牙膏,¥39.9,5.0,199.5,U0341,四川,已完成,美妆个护,2.0,圆通,4.0,2024-10-21,2024-10-23,
DD202402542,20240303,京东,P018,美的 1.5匹空调,2799,2.0,5598.0,U0780,福建,已完成,家电,1.0,京东物流,3.0,2024/3/4,2024-03-07,
DD202403671,2024-01-24,抖音,P019,海尔 10kg 滚筒洗衣机,1899,2.0,3798.0,U0948,广西,已完成,家电,1.0,顺丰,3.0,2024-01-25,2024-01-27,
DD202402874,2024-04-15,天猫,P021,米家扫地机器人,1599,3.0,4797.0,U0089,广东,已完成,家电,1.0,京东物流,3.0,2024-04-17,2024-04-19,
DD202400530,2024-10-18,抖音,P036,云南白药 牙膏,39.9,-2.0,-39.9,U0586,四川,已退款,美妆个护,,,,,,七天无理由
DD202402642,20240822,拼多多,P001,iPhone 15 128G,5999,5.0,29995.0,U0761,山西,已取消,手机数码,,,,,,
DD202400210,2024-11-03,微信小程序,P039,完美日记 口红,89,3.0,267.0,U0435,河南,已完成,美妆个护,1.0,顺丰,3.0,2024-11-04,2024-11-05,
DD202404410,2024-08-07,拼多多,P027,优衣库 圆领T恤,79,2.0,158.0,U0867,广东,已完成,服饰,2.0,中通,4.0,2024-08-08,2024-08-12,
DD202400447,2024-03-19,天猫,P038,全棉时代 洗脸巾 ,¥49.9,5.0,249.5,U1355,陕西,已完成,美妆个护,1.0,顺丰,3.0,2024-03-20,2024-03-22,
DD202403375,2024/11/4,拼多多,P038,全棉时代 洗脸巾 ,49.9,-1.0,-49.9,U0317,山西,已退款,美妆个护,,,,,,不想要了
DD202404298,2024-04-14,天猫,P049,苏泊尔 炒锅 ,¥159,5.0,795.0,U0585,广东,已完成,家居日用,1.0,京东物流,3.0,2024-04-17,2024-04-19,
DD202400236,2024-11-22,天猫,P032,太平鸟 牛仔裤,259,3.0,777.0,U0756,山东,已完成,服饰,1.0,京东物流,3.0,2024-11-23,2024/11/25,
DD202403426,2024/11/19,天猫,P007,AirPods Pro 2,1899,3.0,5697.0,U0931,河北,已发货,手机数码,2.0,中通,4.0,2024-11-20,,
DD202403356,2024-05-03,拼多多,P039,完美日记口红,89,4.0,356.0,U0813,广东,已完成,美妆个护,1.0,顺丰,3.0,2024-05-04,2024-05-05,
DD202403239,2024-05-20,拼多多,P038,全棉时代 洗脸巾,49.9,3.0,149.7,U0489,重庆,已完成,美妆个护,2.0,圆通,4.0,2024-05-22,2024-05-24,
DD202402135,2024/5/3,拼多多,P032,太平鸟 牛仔裤,259,3.0,777.0,U0101,天津,待发货,服饰,,,,,,
DD202403684,2024-12-13,天猫,P005,荣耀 magic6,¥3999,5.0,19995.0,U0090,浙江,待发货,手机数码,,,,,,
DD202401946,2024-09-09,京东,P019,海尔 10kg 滚筒洗衣机,"1,899",4.0,7596.0,U0929,云南,已完成,家电,1.0,顺丰,3.0,2024-09-10,2024-09-11,
DD202403946,2024-12-07,,P034,雅诗兰黛 小棕瓶,950,1.0,950.0,U0095,浙江,已完成,美妆个护,3.0,邮政,6.0,2024-12-09,2024-12-13,
DD202401301,2024-10-24,天猫,P007,AirPods Pro 2,¥1899,4.0,7596.0,U1124,重庆,已完成,手机数码,3.0,邮政,6.0,2024-10-27,2024-10-31,
DD202400952,2024-07-25,,P037,海飞丝 洗发水,¥59.9,1.0,59.9,U0339,北京,已发货,美妆个护,2.0,中通,4.0,2024-07-27,,
DD202400346,2024-07-09,天猫,P040,三只松鼠 坚果礼盒,99,3.0,297.0,U0871,山东,已完成,食品,2.0,圆通,4.0,2024-07-12,2024-07-15,
DD202400016,2024/7/22,天猫,P035,欧莱雅 洗面奶,129,-2.0,-258.0,U1426,江西,已退款,美妆个护,,,,,,物流太慢
DD202402766,2024/2/11,天猫,P045,金龙鱼 食用油5L,89.9,3.0,269.70000000000005,U0341,河南,已取消,食品,,,,,,
DD202401981,2024/2/6,微信小程序,P011,罗技 MX Master 3S 鼠标,699,5.0,3495.0,U0002,湖南,已取消,电脑办公,,,,,,
DD202403710,2024-12-16,天猫,P047,全棉时代浴巾,79,4.0,316.0,U1270,江苏,已完成,家居日用,2.0,中通,4.0,2024-12-17,2024-12-20,
DD202401014,2024-05-01,天猫,P028,李宁 跑步鞋,¥399,5.0,1995.0,U0378,河南,已完成,服饰,2.0,中通,4.0,2024/5/3,2024-05-07,
DD202401953,2024-03-06,京东,P015,华为平板MatePad11,,2.0,,U0621,山西,已取消,电脑办公,,,,,,
DD202400368,2024-08-30,天猫,P033,兰蔻 小黑瓶精华,¥760,2.0,1520.0,U0037,内蒙古,已发货,美妆个护,2.0,圆通,4.0,2024-09-01,,
DD202404236,2024-08-04,天猫,P046,网易严选 保温杯,99,4.0,396.0,U0038,上海,已取消,家居日用,,,,,,
DD202404584,2024-08-25,拼多多,P037,海飞丝 洗发水,59.9,2.0,119.8,U0632,陕西,已取消,美妆个护,,,,,,
DD202400578,2024-12-12,拼多多,P018,美的 1.5匹空调 ,¥2799,2.0,5598.0,U0101,,已完成,家电,1.0,顺丰,3.0,2024-12-13,2024-12-15,
DD202400964,2024-04-15,京东,P038,全棉时代洗脸巾,¥49.9,4.0,199.6,U0334,江苏,已取消,美妆个护,,,,,,
