日期,渠道,曝光数,访客数,加购数,下单数
2024-10-13,抖音,178,37,9,0
2024-10-13,微信小程序,209,43,9,0
2024-10-14,天猫,985,142,45,5
2024-10-14,京东,428,72,23,3
2024-10-14,拼多多,843,196,55,6
2024-10-14,抖音,1054,175,44,3
2024-10-14,微信小程序,75,15,5,0
2024-10-15,天猫,435,78,16,2
2024-10-15,京东,223,53,12,2
2024-10-15,拼多多,530,76,18,2
2024-10-15,抖音,875,140,29,2
2024-10-15,微信小程序,379,68,18,1
2024-10-16,天猫,920,148,34,6
2024-10-16,京东,701,168,51,6
2024-10-16,拼多多,751,112,37,3
2024-10-16,抖音,1268,186,43,3
2024-10-16,微信小程序,597,107,36,3
2024-10-17,天猫,420,62,14,2
2024-10-17,京东,238,55,12,2
2024-10-17,拼多多,553,105,26,3
2024-10-17,抖音,529,78,25,1
2024-10-17,微信小程序,622,105,32,2
2024-10-18,天猫,298,59,16,2
2024-10-18,京东,1103,167,42,6
2024-10-18,拼多多,1182,175,37,5
2024-10-18,抖音,838,159,34,2
2024-10-18,微信小程序,335,48,16,1
2024-10-19,天猫,181,42,11,0
2024-10-19,京东,128,20,5,0
2024-10-19,拼多多,249,40,13,0
2024-10-19,抖音,61,10,3,0
2024-10-19,微信小程序,228,38,10,0
2024-10-20,天猫,647,129,41,5
2024-10-20,京东,634,101,24,4
2024-10-20,拼多多,712,116,35,3
2024-10-20,抖音,977,142,36,2
2024-10-20,微信小程序,310,56,15,1
2024-10-21,天猫,849,122,30,4
2024-10-21,京东,96,23,7,0
2024-10-21,拼多多,1014,148,34,4
2024-10-21,抖音,1332,195,50,3
2024-10-21,微信小程序,200,45,12,0
2024-10-22,天猫,355,55,15,2
2024-10-22,京东,549,110,38,4
2024-10-22,拼多多,501,83,25,2
2024-10-22,抖音,833,185,57,3
2024-10-22,微信小程序,243,41,11,0
2024-10-23,天猫,881,155,34,5
2024-10-23,京东,681,105,26,3
2024-10-23,拼多多,298,69,19,1
2024-10-23,抖音,1267,230,47,4
2024-10-23,微信小程序,373,63,19,1
2024-10-24,天猫,918,203,47,7
2024-10-24,京东,906,130,28,5
2024-10-24,拼多多,692,113,28,3
2024-10-24,抖音,1524,290,100,5
2024-10-24,微信小程序,307,71,24,1
2024-10-25,天猫,40,10,3,0
2024-10-25,京东,72,18,6,0
2024-10-25,拼多多,228,35,12,0
2024-10-25,抖音,266,43,12,0
2024-10-25,微信小程序,158,29,10,0
2024-10-26,天猫,463,73,22,2
2024-10-26,京东,468,77,21,3
2024-10-26,拼多多,602,94,32,2
2024-10-26,抖音,704,136,30,2
2024-10-26,微信小程序,591,104,35,2
2024-10-27,天猫,844,160,52,6
2024-10-27,京东,461,79,16,2
2024-10-27,拼多多,580,89,30,2
2024-10-27,抖音,951,189,42,3
2024-10-27,微信小程序,130,24,6,0
2024-10-28,天猫,479,107,23,4
2024-10-28,京东,437,86,17,3
2024-10-28,拼多多,417,69,17,1
2024-10-28,抖音,759,122,36,2
2024-10-28,微信小程序,327,56,14,1
2024-10-29,天猫,531,131,45,5
2024-10-29,京东,447,76,25,2
2024-10-29,拼多多,532,123,42,4
2024-10-29,抖音,59,14,4,0
2024-10-29,微信小程序,415,67,17,1
2024-10-30,天猫,567,99,28,3
2024-10-30,京东,609,113,25,4
2024-10-30,拼多多,802,125,32,3
2024-10-30,抖音,920,196,62,3
2024-10-30,微信小程序,327,58,16,1
2024-10-31,天猫,154,25,7,0
2024-10-31,京东,302,45,15,0
2024-10-31,拼多多,329,49,14,0
2024-10-31,抖音,104,18,6,0
2024-10-31,微信小程序,95,17,4,0
2024-11-01,天猫,578,117,30,4
2024-11-01,京东,1051,221,76,9
2024-11-01,拼多多,759,113,31,3
2024-11-01,抖音,1294,212,50,3
2024-11-01,微信小程序,68,13,3,0
2024-11-02,天猫,554,105,29,3
2024-11-02,京东,928,170,54,8
2024-11-02,拼多多,1186,187,63,6
2024-11-02,抖音,1183,175,35,3
2024-11-02,微信小程序,294,51,17,1
2024-11-03,天猫,1270,186,59,7
2024-11-03,京东,1352,240,82,10
2024-11-03,拼多多,998,173,48,6
2024-11-03,抖音,964,211,61,3
2024-11-03,微信小程序,633,98,20,2
2024-11-04,天猫,1291,196,43,8
2024-11-04,京东,722,120,37,4
2024-11-04,拼多多,1249,186,49,6
2024-11-04,抖音,1243,192,66,3
2024-11-04,微信小程序,273,52,11,1
2024-11-05,天猫,669,146,38,6
2024-11-05,京东,601,122,38,5
2024-11-05,拼多多,1156,171,37,6
2024-11-05,抖音,1185,291,66,5
2024-11-05,微信小程序,291,64,17,1
2024-11-06,天猫,650,114,37,3
2024-11-06,京东,668,151,38,7
2024-11-06,拼多多,289,46,15,1
2024-11-06,抖音,103,18,6,0
2024-11-06,微信小程序,327,58,12,1
2024-11-07,天猫,284,67,15,2
2024-11-07,京东,1447,220,64,10
2024-11-07,拼多多,903,137,47,4
2024-11-07,抖音,559,126,36,2
2024-11-07,微信小程序,356,56,16,1
2024-11-08,天猫,627,124,32,5
2024-11-08,京东,536,78,25,2
2024-11-08,拼多多,295,63,17,1
2024-11-08,抖音,2752,431,127,7
2024-11-08,微信小程序,653,162,35,4
2024-11-09,天猫,1304,188,52,8
2024-11-09,京东,764,189,46,7
2024-11-09,拼多多,800,167,45,6
2024-11-09,抖音,708,145,46,2
2024-11-09,微信小程序,784,155,47,4
2024-11-10,天猫,1035,178,48,7
2024-11-10,京东,748,136,28,6
2024-11-10,拼多多,796,136,47,4
2024-11-10,抖音,381,67,23,1
2024-11-10,微信小程序,275,40,9,0
2024-11-11,天猫,1232,202,42,7
2024-11-11,京东,1658,237,54,10
2024-11-11,拼多多,927,168,56,5
2024-11-11,抖音,1210,187,47,3
2024-11-11,微信小程序,632,91,22,2
2024-11-12,天猫,719,178,56,6
2024-11-12,京东,263,55,17,1
2024-11-12,拼多多,445,64,19,2
2024-11-12,抖音,349,86,29,1
2024-11-12,微信小程序,512,75,17,1
2024-11-13,天猫,746,183,50,7
2024-11-13,京东,1271,210,48,10
2024-11-13,拼多多,1063,166,55,6
2024-11-13,抖音,425,66,21,1
2024-11-13,微信小程序,855,148,50,4
2024-11-14,天猫,1305,232,75,10
2024-11-14,京东,1266,195,39,9
2024-11-14,拼多多,760,109,38,3
2024-11-14,抖音,1077,192,46,3
2024-11-14,微信小程序,800,158,37,4
2024-11-15,天猫,1428,278,61,11
2024-11-15,京东,306,53,12,1
2024-11-15,拼多多,771,122,35,4
2024-11-15,抖音,289,66,21,1
2024-11-15,微信小程序,125,22,5,0
2024-11-16,天猫,1387,239,57,9
2024-11-16,京东,539,114,37,4
2024-11-16,拼多多,605,150,35,4
2024-11-16,抖音,1428,267,61,4
2024-11-16,微信小程序,50,10,3,0
2024-11-17,天猫,1340,242,74,9
2024-11-17,京东,780,183,63,8
2024-11-17,拼多多,769,116,33,4
2024-11-17,抖音,1850,353,95,6
2024-11-17,微信小程序,720,107,25,2
2024-11-18,天猫,548,105,28,3
2024-11-18,京东,530,83,26,3
2024-11-18,拼多多,145,33,8,0
2024-11-18,抖音,278,48,12,0
2024-11-18,微信小程序,583,105,32,2
2024-11-19,天猫,1386,199,57,8
2024-11-19,京东,1276,228,60,10
2024-11-19,拼多多,794,145,35,4
2024-11-19,抖音,2184,321,105,5
2024-11-19,微信小程序,858,138,46,4
2024-11-20,天猫,1747,309,106,12
2024-11-20,京东,728,127,33,5
2024-11-20,拼多多,849,153,37,4
2024-11-20,抖音,1188,244,83,4
2024-11-20,微信小程序,432,77,16,1
2024-11-21,天猫,1192,219,51,9
2024-11-21,京东,1080,229,56,9
2024-11-21,拼多多,1630,262,82,9
2024-11-21,抖音,1564,247,81,4
2024-11-21,微信小程序,303,71,18,1
2024-11-22,天猫,1556,259,77,10
2024-11-22,京东,1068,184,61,7
2024-11-22,拼多多,667,150,48,4
2024-11-22,抖音,846,155,49,2
2024-11-22,微信小程序,122,19,5,0
2024-11-23,天猫,913,194,42,8
2024-11-23,京东,1631,255,65,11
2024-11-23,拼多多,754,112,39,3
2024-11-23,抖音,2121,318,91,5
2024-11-23,微信小程序,822,171,58,5
2024-11-24,天猫,1028,161,36,6
2024-11-24,京东,571,92,19,3
2024-11-24,拼多多,752,149,46,5
2024-11-24,抖音,339,83,25,1
2024-11-24,微信小程序,535,95,24,2
2024-11-25,天猫,1554,223,57,9
2024-11-25,京东,594,134,35,5
2024-11-25,拼多多,1249,206,71,7
2024-11-25,抖音,1147,253,55,4
2024-11-25,微信小程序,525,78,20,1
2024-11-26,天猫,2045,354,85,14
2024-11-26,京东,749,141,39,5
2024-11-26,拼多多,1352,226,78,7
2024-11-26,抖音,477,80,25,1
2024-11-26,微信小程序,352,58,19,1
2024-11-27,天猫,1124,237,63,10
2024-11-27,京东,564,122,37,5
2024-11-27,拼多多,448,88,27,2
2024-11-27,抖音,996,149,40,2
2024-11-27,微信小程序,252,53,18,1
2024-11-28,天猫,1108,188,66,8
2024-11-28,京东,887,202,67,9
2024-11-28,拼多多,1916,353,112,12
2024-11-28,抖音,1275,248,55,4
2024-11-28,微信小程序,641,133,35,3
2024-11-29,天猫,674,137,35,5
2024-11-29,京东,778,156,49,6
2024-11-29,拼多多,929,172,53,6
2024-11-29,抖音,749,185,54,3
2024-11-29,微信小程序,1067,163,38,5
2024-11-30,天猫,437,105,24,4
2024-11-30,京东,351,80,17,2
2024-11-30,拼多多,504,97,26,3
2024-11-30,抖音,634,96,25,1
2024-11-30,微信小程序,451,110,32,3
2024-12-01,天猫,876,169,50,6
2024-12-01,京东,1114,178,42,8
2024-12-01,拼多多,451,78,20,2
2024-12-01,抖音,991,231,66,4
2024-12-01,微信小程序,786,163,41,5
2024-12-02,天猫,661,133,30,5
2024-12-02,京东,951,138,40,5
2024-12-02,拼多多,507,112,32,3
2024-12-02,抖音,916,147,41,2
2024-12-02,微信小程序,178,39,8,0
2024-12-03,天猫,655,151,44,6
2024-12-03,京东,1002,213,60,9
2024-12-03,拼多多,664,123,25,4
2024-12-03,抖音,1385,203,69,3
2024-12-03,微信小程序,58,14,3,0
2024-12-04,天猫,326,62,14,2
2024-12-04,京东,572,86,19,2
2024-12-04,拼多多,528,103,34,3
2024-12-04,抖音,242,39,13,0
2024-12-04,微信小程序,707,136,39,4
2024-12-05,天猫,1705,329,110,14
2024-12-05,京东,756,132,40,6
2024-12-05,拼多多,1151,214,49,7
2024-12-05,抖音,637,159,47,2
2024-12-05,微信小程序,1180,191,55,5
2024-12-06,天猫,655,133,28,4
2024-12-06,京东,329,62,18,2
2024-12-06,拼多多,94,19,5,0
2024-12-06,抖音,859,131,42,2
2024-12-06,微信小程序,385,55,18,1
2024-12-07,天猫,672,157,46,6
2024-12-07,京东,816,198,61,8
2024-12-07,拼多多,1096,222,58,7
2024-12-07,抖音,1875,299,72,5
2024-12-07,微信小程序,947,144,31,4
2024-12-08,天猫,431,99,34,4
2024-12-08,京东,480,90,28,4
2024-12-08,拼多多,1088,169,43,5
2024-12-08,抖音,476,74,16,1
2024-12-08,微信小程序,430,70,16,2
2024-12-09,天猫,892,219,58,8
2024-12-09,京东,524,96,30,4
2024-12-09,拼多多,414,96,19,2
2024-12-09,抖音,1054,262,82,4
2024-12-09,微信小程序,747,123,31,3
2024-12-10,天猫,669,120,27,5
2024-12-10,京东,437,77,16,2
2024-12-10,拼多多,485,71,16,1
2024-12-10,抖音,1029,211,65,3
2024-12-10,微信小程序,59,10,3,0
2024-12-11,天猫,984,147,43,5
2024-12-11,京东,570,83,21,3
2024-12-11,拼多多,742,120,28,4
2024-12-11,抖音,380,76,18,1
2024-12-11,微信小程序,336,69,15,1
2024-12-12,天猫,1373,210,54,9
2024-12-12,京东,1279,271,71,12
2024-12-12,拼多多,678,144,41,4
2024-12-12,抖音,1135,234,71,4
2024-12-12,微信小程序,432,91,25,2
2024-12-13,天猫,758,154,45,5
2024-12-13,京东,653,106,26,4
2024-12-13,拼多多,520,121,29,4
2024-12-13,抖音,803,126,42,2
2024-12-13,微信小程序,274,57,18,1
2024-12-14,天猫,2021,399,103,16
2024-12-14,京东,942,135,42,5
2024-12-14,拼多多,597,119,38,4
2024-12-14,抖音,704,132,37,2
2024-12-14,微信小程序,372,73,16,1
2024-12-15,天猫,865,124,34,4
2024-12-15,京东,525,119,25,5
2024-12-15,拼多多,442,94,26,3
2024-12-15,抖音,544,122,29,2
2024-12-15,微信小程序,573,88,22,2
2024-12-16,天猫,1620,296,78,12
2024-12-16,京东,662,121,30,4
2024-12-16,拼多多,1526,286,64,10
2024-12-16,抖音,1812,293,70,5
2024-12-16,微信小程序,467,76,21,1
2024-12-17,天猫,725,175,47,6
2024-12-17,京东,986,175,60,8
2024-12-17,拼多多,841,177,60,5
2024-12-17,抖音,753,179,62,3
2024-12-17,微信小程序,494,76,22,2
2024-12-18,天猫,717,121,35,4
2024-12-18,京东,1005,230,79,11
2024-12-18,拼多多,1209,179,53,6
2024-12-18,抖音,1941,374,83,6
2024-12-18,微信小程序,234,46,10,1
2024-12-19,天猫,1132,180,49,6
2024-12-19,京东,293,70,22,2
2024-12-19,拼多多,221,41,13,1
2024-12-19,抖音,443,77,23,1
2024-12-19,微信小程序,95,23,6,0
2024-12-20,天猫,1021,152,48,6
2024-12-20,京东,768,190,40,9
2024-12-20,拼多多,424,74,25,2
2024-12-20,抖音,1364,290,89,5
2024-12-20,微信小程序,297,48,11,1
2024-12-21,天猫,791,133,40,4
2024-12-21,京东,232,56,15,2
2024-12-21,拼多多,304,47,15,1
2024-12-21,抖音,668,102,23,1
2024-12-21,微信小程序,327,55,19,1
2024-12-22,天猫,902,151,37,5
2024-12-22,京东,114,20,6,0
2024-12-22,拼多多,954,153,36,4
2024-12-22,抖音,1071,212,65,3
2024-12-22,微信小程序,944,140,34,4
2024-12-23,天猫,1104,175,50,7
2024-12-23,京东,650,154,37,7
2024-12-23,拼多多,644,120,36,3
2024-12-23,抖音,870,211,60,3
2024-12-23,微信小程序,135,20,4,0
2024-12-24,天猫,565,99,26,3
2024-12-24,京东,477,76,19,2
2024-12-24,拼多多,494,83,20,2
2024-12-24,抖音,1161,213,51,3
2024-12-24,微信小程序,356,58,20,1
2024-12-25,天猫,1142,275,60,11
2024-12-25,京东,711,171,35,8
2024-12-25,拼多多,935,147,31,5
2024-12-25,抖音,1913,362,73,6
2024-12-25,微信小程序,315,49,13,0
2024-12-26,天猫,1135,175,52,6
2024-12-26,京东,661,102,30,3
2024-12-26,拼多多,743,149,36,5
2024-12-26,抖音,665,145,39,2
2024-12-26,微信小程序,79,19,7,0
2024-12-27,天猫,889,136,42,5
2024-12-27,京东,475,76,15,2
2024-12-27,拼多多,642,150,32,5
2024-12-27,抖音,513,123,33,2
2024-12-27,微信小程序,970,141,34,4
2024-12-28,天猫,1004,161,51,6
2024-12-28,京东,614,124,35,4
2024-12-28,拼多多,402,93,32,2
2024-12-28,抖音,393,81,18,1
2024-12-28,微信小程序,406,84,22,2
2024-12-29,天猫,1836,265,82,10
2024-12-29,京东,682,118,39,5
2024-12-29,拼多多,955,148,38,4
2024-12-29,抖音,878,127,44,2
2024-12-29,微信小程序,322,62,19,1
2024-12-30,天猫,666,100,25,3
2024-12-30,京东,671,101,29,3
2024-12-30,拼多多,250,50,17,1
2024-12-30,抖音,867,128,44,2
2024-12-30,微信小程序,308,76,22,1
2024-12-31,天猫,387,62,16,2
2024-12-31,京东,598,99,33,3
2024-12-31,拼多多,172,41,14,1
2024-12-31,抖音,769,158,32,2
2024-12-31,微信小程序,415,62,19,1
